New column 0
"1. Avengers: Endgame (2019)	8.4	
 Rate
	"
"2. Avatar (2009)	7.8	
 Rate
	"
"3. Titanic (1997)	7.9	
 Rate
	"
"4. Star Wars: Episode VII - The Force Awakens (2015)	7.8	
 Rate
	"
"5. Avengers: Infinity War (2018)	8.4	
 Rate
	"
"6. Jurassic World (2015)	6.9	
 Rate
	"
"7. The Lion King (2019)	6.8	
 Rate
	"
"8. The Avengers (2012)	8	
 Rate
	"
"9. Furious 7 (2015)	7.1	
 Rate
	"
"10. Frozen II (2019)	6.8	
 Rate
	"
"11. Avengers: Age of Ultron (2015)	7.3	
 Rate
	"
"12. Black Panther (2018)	7.3	
 Rate
	"
"13. Harry Potter and the Deathly Hallows: Part 2 (2011)	8.1	
 Rate
	"
"14. Star Wars: Episode VIII - The Last Jedi (2017)	6.9	
 Rate
	"
"15. Jurassic World: Fallen Kingdom (2018)	6.1	
 Rate
	"
"16. Frozen (I) (2013)	7.4	
 Rate
	"
"17. Beauty and the Beast (I) (2017)	7.1	
 Rate
	"
"18. Incredibles 2 (2018)	7.6	
 Rate
	"
"19. The Fate of the Furious (2017)	6.6	
 Rate
	"
"20. Iron Man 3 (2013)	7.1	
 Rate
	"
"21. Minions (2015)	6.4	
 Rate
	"
"22. Captain America: Civil War (2016)	7.8	
 Rate
	"
"23. Aquaman (2018)	6.8	
 Rate
	"
"24. Spider-Man: Far from Home (2019)	7.4	
 Rate
	"
"25. Captain Marvel (2019)	6.8	
 Rate
	"
"26. Transformers: Dark of the Moon (2011)	6.2	
 Rate
	"
"27. The Lord of the Rings: The Return of the King (2003)	9	
 Rate
	"
"28. Skyfall (2012)	7.8	
 Rate
	"
"29. Transformers: Age of Extinction (2014)	5.6	
 Rate
	"
"30. The Dark Knight Rises (2012)	8.4	
 Rate
	"
"31. Toy Story 4 (2019)	7.7	
 Rate
	"
"32. Joker (I) (2019)	8.4	
 Rate
	"
"33. Toy Story 3 (2010)	8.3	
 Rate
	"
"34. Pirates of the Caribbean: Dead Man's Chest (2006)	7.3	
 Rate
	"
"35. Rogue One: A Star Wars Story (2016)	7.8	
 Rate
	"
"36. Aladdin (2019)	6.9	
 Rate
	"
"37. Star Wars: Episode IX - The Rise of Skywalker (2019)	6.5	
 Rate
	"
"38. Pirates of the Caribbean: On Stranger Tides (2011)	6.6	
 Rate
	"
"39. Despicable Me 3 (2017)	6.2	
 Rate
	"
"40. Jurassic Park (1993)	8.2	
 Rate
	"
"41. Finding Dory (2016)	7.3	
 Rate
	"
"42. Star Wars: Episode I - The Phantom Menace (1999)	6.5	
 Rate
	"
"43. Alice in Wonderland (I) (2010)	6.4	
 Rate
	"
"44. Zootopia (2016)	8	
 Rate
	"
"45. The Hobbit: An Unexpected Journey (2012)	7.8	
 Rate
	"
"46. The Dark Knight (2008)	9	
 Rate
	"
"47. Harry Potter and the Sorcerer's Stone (2001)	7.6	
 Rate
	"
"48. Despicable Me 2 (2013)	7.3	
 Rate
	"
"49. The Lion King (1994)	8.5	
 Rate
	"
"50. The Jungle Book (2016)	7.4	
 Rate
	"
